 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,60222,1,1,50,78,50,50,50.0,0.0,78,78,78.0,0.0,2125.469097672,33.2104546511,60222.0,0.0,60222,60222,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.6052273256,16.6052273256,50,78,59.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,89.0,50.0,78.0,32,0,0,0,0,0,0,1,50,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,802,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,14962.5935162095,2493.7655860349,802.0,0.0,802,802,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1246.8827930175,1246.8827930175,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5960,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,1287,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,9324.009324,1554.001554,1287.0,0.0,1287,1287,1287,1287.0,0.0,1287,1287,0,0.0,0.0,0,0,0,0,0,0,40,0,1554.001554,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16210,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30862,4,2,136,182,34,34,34.0,0.0,91,91,91.0,0.0,10303.93364,194.4138423,6172.4,13566.59406,30439,3,30446,10148.66667,17571.94413,30439,3,4,4.0,0.0,4,4,0,0,0,0,80,40,129.6092282,64.80461409,34,91,50.28571429,27.81315208,773.5714286,0,0,0,0,0,0,0,0,0,58.66666667,34.0,91.0,80,0,0,0,0,0,0,4,136,2,182,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5711414,9,7,380,5161,193,0,42.22222222,69.12086837,1460,0,737.2857143,690.3797782,970.1625552,2.801407848,380760.9333,1257281.587,4914526,3,5711414,713926.75,1703157.977,4914526,3,403055,67175.83333,103899.6081,207225,84,0,0,0,0,192,152,1.575791914,1.225615933,0,1460,325.9411765,554.1380097,307068.9338,0,0,0,1,0,0,0,0,0,346.3125,42.22222222,737.2857143,192,0,0,0,0,0,0,9,380,7,5161,8192,110,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,65040533,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.952005329,0.061500111,21700000.0,37500000.0,65000000,36563,65000000,65000000.0,0.0,65000000,65000000,65000000,65000000.0,0.0,65000000,65000000,0,0,0,0,52,40,0.030750056,0.030750056,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,36563.0,0.0,36563,36563,65000000.0,0.0,65000000,65000000,BENIGN
10082,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
55567,4,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,114,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86070281,6,7,362,11595,344,0,60.33333333,138.998801,4344,0,1656.428571,1760.597234,138.9213543,0.151039358,7172523.417,24800000.0,85900000,4,85900000,17200000.0,38400000.0,85900000,4,86100000,14300000.0,35000000.0,85900000,28,0,0,0,0,164,232,0.069710473,0.081328885,0,4344,854.5,1459.731311,2130815.5,1,0,0,0,0,0,0,0,1,920.2307692,60.33333333,1656.428571,164,0,0,0,0,0,0,6,362,7,11595,0,235,3,20,11957.0,0.0,11957,11957,85900000.0,0.0,85900000,85900000,DoS Hulk
443,5232777,8,5,411,5922,230,0,51.375,83.46588268,4405,0,1184.4,1905.534387,1210.256046,2.484340533,436064.75,1456784.517,5061590,4,5232777,747539.5714,1902577.5,5061590,4,85957,21489.25,21568.73698,42973,900,0,0,0,0,172,112,1.528824943,0.95551559,0,4405,452.3571429,1200.748652,1441797.324,0,0,0,1,0,0,0,0,0,487.1538462,51.375,1184.4,172,0,0,0,0,0,0,8,411,5,5922,8192,31,7,20,171183.0,0.0,171183,171183,5061590.0,0.0,5061590,5061590,BENIGN
48572,57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7192982456,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17543.8596491228,17543.8596491228,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56459,27466,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,1383.528726,109.2259521,13733.0,19380.38266,27437,29,27466,27466.0,0.0,27466,27466,0,0.0,0.0,0,0,1,0,0,0,40,20,72.81730139,36.4086507,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,40,0,0,0,0,0,0,2,38,1,0,351,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,53,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,339622.641509434,56603.7735849057,26.5,30.405591591,48,5,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,20,40,18867.9245283019,37735.8490566038,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,255,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,122,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,98360.65574,16393.44262,122.0,0.0,122,122,122,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0,0,0,40,0,16393.44262,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63245,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52532,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,645,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5876,5363,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,2237.553608,372.9256013,5363.0,0.0,5363,5363,5363,5363.0,0.0,5363,5363,0,0.0,0.0,0,0,0,0,0,0,40,0,372.9256013,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,203974,2,2,64,168,32,32,32.0,0.0,84,84,84.0,0.0,1137.3998646886,19.6103424946,67991.3333333333,117759.247655262,203968,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,9.8051712473,9.8051712473,32,84,52.8,28.4815729903,811.2,0,0,0,0,0,0,0,0,1,66.0,32.0,84.0,64,0,0,0,0,0,0,2,64,2,168,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,59807,4,2,212,362,53,53,53.0,0.0,181,181,181.0,0.0,9597.53875,100.3227047,11961.4,18584.8359,42330,3,17474,5824.666667,10083.42245,17468,3,3,3.0,0.0,3,3,0,0,0,0,80,40,66.88180313,33.44090157,53,181,89.57142857,62.45760467,3900.952381,0,0,0,0,0,0,0,0,0,104.5,53.0,181.0,80,0,0,0,0,0,0,4,212,2,362,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,111966,1,1,43,171,43,43,43.0,0.0,171,171,171.0,0.0,1911.2945,17.86256542,111966.0,0.0,111966,111966,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.931282711,8.931282711,43,171,85.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,128.5,43.0,171.0,20,0,0,0,0,0,0,1,43,1,171,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,153230,10,7,554,3815,197,0,55.4,71.92310709,1460,0,545.0,653.4541555,28512.69334,110.944332,9576.875,18856.19506,75106,1,153230,17025.55556,23061.25832,75106,1,108194,18032.33333,36056.89628,90527,1,0,0,0,0,212,152,65.26137179,45.68296026,0,1460,242.7222222,463.8701397,215175.5065,0,0,0,1,0,0,0,0,0,257.0,55.4,545.0,212,0,0,0,0,0,0,10,554,7,3815,8192,30,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,50737,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,354.7706802,59.1284467,25368.5,35870.8199,50733,4,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,20,40,19.70948223,39.41896446,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,65535,8201,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85491140,7,6,314,11595,308,0,44.85714286,116.0566364,7240,0,1932.5,2695.639126,139.3009849,0.152062541,7124261.667,24600000.0,85300000,1,85400000,14200000.0,34800000.0,85300000,1,143486,28697.2,58020.771,132146,71,0,0,0,0,220,200,0.08187983,0.070182711,0,7240,850.6428571,1935.583458,3746483.324,0,0,0,0,1,0,0,0,0,916.0769231,44.85714286,1932.5,220,0,0,0,0,0,0,7,314,6,11595,251,235,2,20,1979.0,0.0,1979,1979,85300000.0,0.0,85300000,85300000,DoS Hulk
1236,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,5061960,7,4,645,161,517,0,92.14285714,189.8643626,161,0,40.25,80.5,159.2268607,2.1730713,506196.0,1555519.395,4932811,3,5061960,843660.0,2037041.047,5001647,3,99524,33174.66667,34483.52833,69247,537,0,0,0,0,232,136,1.382863555,0.790207746,0,517,67.16666667,150.0023232,22500.69697,0,0,0,1,0,0,0,0,0,73.27272727,92.14285714,40.25,232,0,0,0,0,0,0,7,645,4,161,29200,122,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86790080,7,6,728,11595,355,0,104.0,171.486637,10136,0,1932.5,4060.245892,141.9862731,0.149786704,7232506.667,24900000.0,86400000,4,86600000,14400000.0,35300000.0,86400000,4,86800000,17400000.0,38600000.0,86400000,72,0,0,0,0,196,200,0.080654379,0.069132325,0,10136,880.6428571,2692.297692,7248466.863,1,0,0,0,0,0,0,0,0,948.3846154,104.0,1932.5,196,0,0,0,0,0,0,7,728,6,11595,0,235,4,20,9019.0,0.0,9019,9019,86400000.0,0.0,86400000,86400000,DoS Hulk
53,67125747,2,2,98,176,52,46,49.0,4.242640687,114,62,88.0,36.76955262,4.08189126,0.059589653,22400000.0,38700000.0,67100000,23881,67100000,67100000.0,0.0,67100000,67100000,67100000,67100000.0,0.0,67100000,67100000,0,0,0,0,52,52,0.029794827,0.029794827,46,114,65.2,27.87830698,777.2,0,0,0,0,0,0,0,0,1,81.5,49.0,88.0,52,0,0,0,0,0,0,2,98,2,176,-1,-1,1,20,23881.0,0.0,23881,23881,67100000.0,0.0,67100000,67100000,BENIGN
56384,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117850489,21,17,1828,2990,433,0,87.04761905,171.960599,746,0,175.8823529,325.9804216,40.88230809,0.322442447,3185148.351,4562093.825,9997696,23,118000000,5892524.45,4801898.511,10000000,17299,113000000,7032967.437,4601464.813,10000000,20724,0,0,0,0,432,484,0.178191878,0.144250568,0,746,123.5384615,250.3378608,62669.04453,0,0,0,1,0,0,0,0,0,126.7894737,87.04761905,175.8823529,432,0,0,0,0,0,0,21,1828,17,2990,8192,368,20,20,253680.4545,717805.1936,2417944,36842,9976244.909,58288.84852,9997696,9800548,BENIGN
80,99226677,7,6,364,11595,358,0,52.0,134.9518433,4344,0,1932.5,1754.831473,120.5220245,0.131013155,8268889.75,28600000.0,99100000,1,99100000,16500000.0,40500000.0,99100000,1,118470,23694.0,46385.20804,106150,16,0,0,0,0,220,200,0.070545545,0.06046761,0,4344,854.2142857,1460.167439,2132088.951,0,0,0,0,1,0,0,0,0,919.9230769,52.0,1932.5,220,0,0,0,0,0,0,7,364,6,11595,274,235,2,20,1008.0,0.0,1008,1008,99100000.0,0.0,99100000,99100000,DoS Hulk
53,198,2,2,80,274,40,40,40.0,0.0,137,137,137.0,0.0,1787878.78787879,20202.0202020202,66.0,109.986362791,193,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,40,40,10101.0101010101,10101.0101010101,40,137,78.8,53.129088078,2822.7,0,0,0,0,0,0,0,0,1,98.5,40.0,137.0,40,0,0,0,0,0,0,2,80,2,274,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5181941,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.771911529,1727313.667,2970559.304,5157391,40,5181941,2590970.5,3629466.678,5157391,24550,0,0.0,0.0,0,0,0,0,0,0,104,40,0.578933647,0.192977882,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,180,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1266666.667,22222.22222,60.0,96.99484522,172,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,11111.11111,11111.11111,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116592001,17,16,883,1592,436,0,51.94117647,144.5551238,796,0,99.5,271.8857603,21.22787137,0.283038285,3643500.031,4795479.329,10000000,126,117000000,7285533.5,4419519.712,10000000,258,117000000,7771224.867,4135411.515,10000000,708,0,0,0,0,352,464,0.145807601,0.137230684,0,796,72.79411765,210.8618361,44462.7139,0,0,0,1,0,0,0,0,0,75.0,51.94117647,99.5,352,0,0,0,0,0,0,17,883,16,1592,8192,290,13,20,34614.5,25990.01126,98521,23364,9679430.167,1103232.229,10000000,6176834,BENIGN
53,31306,2,2,72,200,36,36,36.0,0.0,100,100,100.0,0.0,8688.430333,127.7710343,10435.33333,18068.46536,31299,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,63.88551715,63.88551715,36,100,61.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,77.0,36.0,100.0,64,0,0,0,0,0,0,2,72,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84851082,8,6,335,11595,329,0,41.875,116.0350163,5792,0,1932.5,2181.008184,140.5992678,0.16499495,6527006.308,23500000.0,84700000,1,84700000,12100000.0,32000000.0,84700000,1,135386,27077.2,49316.14337,113747,45,0,0,0,0,252,200,0.094282828,0.070712121,0,5792,795.3333333,1621.535237,2629376.524,0,0,0,0,1,0,0,0,0,852.1428571,41.875,1932.5,252,0,0,0,0,0,0,8,335,6,11595,251,235,2,20,1994.0,0.0,1994,1994,84700000.0,0.0,84700000,84700000,DoS Hulk
53,181242,2,2,56,126,28,28,28.0,0.0,63,63,63.0,0.0,1004.182254,22.06993964,60414.0,104625.3952,181225,4,13,13.0,0.0,13,13,4,4.0,0.0,4,4,0,0,0,0,64,40,11.03496982,11.03496982,28,63,42.0,19.17028951,367.5,0,0,0,0,0,0,0,0,1,52.5,28.0,63.0,64,0,0,0,0,0,0,2,56,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,302911,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,310.3221738,6.602599443,302911.0,0.0,302911,302911,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.301299722,3.301299722,39,55,44.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,20,0,0,0,0,0,0,1,39,1,55,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51852,999132,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.001737508,999132.0,0.0,999132,999132,999132,999132.0,0.0,999132,999132,0,0.0,0.0,0,0,0,0,0,0,40,0,2.001737508,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5307,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,38211,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,314.0456936,78.51142341,19105.5,27015.01458,38208,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,32,52.34094894,26.17047447,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,285,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
563,50,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,320000.0,80000.0,16.66666667,27.13546265,48,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,48,40,40000.0,40000.0,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
