Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,102456685,10,7,1573,11595,311,0,157.3,162.0288383,7240,0,1656.428571,2566.885263,128.5226045,0.165923775,6403542.812,25200000.0,101000000,1,102000000,11400000.0,33500000.0,101000000,1,102000000,17100000.0,41000000.0,101000000,73,0,0,0,0,292,232,0.097602221,0.068321555,0,7240,731.8888889,1707.794136,2916560.81,1,0,0,0,0,0,0,0,0,774.9411765,157.3,1656.428571,292,0,0,0,0,0,0,10,1573,7,11595,0,235,7,20,11014.0,0.0,11014,11014,101000000.0,0.0,101000000,101000000,DoS Hulk
80,84999315,8,7,293,11595,293,0,36.625,103.5911434,5792,0,1656.428571,2118.227235,139.8599506,0.17647201,6071379.643,22700000.0,84800000,1,84900000,12100000.0,32100000.0,84800000,1,157678,26279.66667,57069.85609,142132,47,0,0,0,0,264,232,0.094118406,0.082353605,0,5792,743.0,1578.621213,2492044.933,0,0,0,0,1,0,0,0,0,792.5333333,36.625,1656.428571,264,0,0,0,0,0,0,8,293,7,11595,251,235,1,32,1021.0,0.0,1021,1021,84800000.0,0.0,84800000,84800000,DoS Hulk
199,33,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,242424.2424,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,30303.0303,30303.0303,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
1761,52,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,115384.6154,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,19230.76923,19230.76923,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
20222,67,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,89552.23881,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14925.37313,14925.37313,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,63138882,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110866708,10500000.0,11900000.0,32100000,999516,63100000,10500000.0,11900000.0,32100000,999516,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110866708,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011536.0,0.0,7011536,7011536,18700000.0,12200000.0,32100000,8015957,DoS Slowhttptest
80,97802644,6,7,399,11595,381,0,66.5,154.1009409,5792,0,1656.428571,2120.732252,122.6347214,0.132920742,8150220.333,28200000.0,97800000,46,97800000,19600000.0,43700000.0,97800000,1016,97800000,16300000.0,39900000.0,97800000,46,0,0,0,0,164,232,0.061348035,0.071572707,0,5792,857.1428571,1665.27687,2773147.055,1,0,0,0,0,0,0,0,1,923.0769231,66.5,1656.428571,164,0,0,0,0,0,0,6,399,7,11595,0,235,3,20,17977.0,0.0,17977,17977,97800000.0,0.0,97800000,97800000,DoS Hulk
33354,70,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,85714.28571,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14285.71429,14285.71429,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,97708602,7,6,303,11595,303,0,43.28571429,114.5232353,4344,0,1932.5,1754.831473,121.7702409,0.133048675,8142383.5,28200000.0,97600000,20,97600000,16300000.0,39800000.0,97600000,217,148388,29677.6,60286.39766,137193,20,0,0,0,0,232,200,0.071641594,0.061407081,0,4344,849.8571429,1461.945851,2137285.67,0,0,0,0,1,0,0,0,0,915.2307692,43.28571429,1932.5,232,0,0,0,0,0,0,7,303,6,11595,274,235,1,32,761.0,0.0,761,761,97600000.0,0.0,97600000,97600000,DoS Hulk
80,99071659,8,5,351,11595,351,0,43.875,124.0972401,8688,0,2319.0,3774.237539,120.5793879,0.131218152,8255971.583,28500000.0,98900000,1,98900000,14100000.0,37400000.0,98900000,1,175416,43854.0,80338.01224,164114,84,0,0,0,0,264,168,0.080749632,0.05046852,0,8688,853.2857143,2382.599273,5676779.297,0,0,0,0,1,0,0,0,0,918.9230769,43.875,2319.0,264,0,0,0,0,0,0,8,351,5,11595,274,235,1,32,2006.0,0.0,2006,2006,98900000.0,0.0,98900000,98900000,DoS Hulk
80,63154958,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110838487,10500000.0,11900000.0,32100000,999518,63200000,10500000.0,11900000.0,32100000,999518,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110838487,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011235.0,0.0,7011235,7011235,18700000.0,12300000.0,32100000,8016189,DoS Slowhttptest
80,85100116,6,5,400,11595,400,0,66.66666667,163.2993162,4344,0,2319.0,2196.731436,140.9516293,0.129259518,8510011.6,26900000.0,85000000,4,85000000,17000000.0,38000000.0,85000000,4,146373,36593.25,64083.11164,132223,58,0,0,0,0,200,168,0.070505192,0.058754326,0,4344,999.5833333,1767.415137,3123756.265,0,0,0,0,1,0,0,0,0,1090.454545,66.66666667,2319.0,200,0,0,0,0,0,0,6,400,5,11595,251,235,1,32,989.0,0.0,989,989,85000000.0,0.0,85000000,85000000,DoS Hulk
80,98464103,6,6,368,11595,368,0,61.33333333,150.2353709,4355,0,1932.5,2182.468304,121.4960543,0.121871826,8951282.091,29700000.0,98500000,3,98500000,19700000.0,44000000.0,98500000,3,4424,884.8,1586.986358,3706,15,0,0,0,0,200,200,0.060935913,0.060935913,0,4355,920.2307692,1716.340106,2945823.359,0,0,0,0,1,0,0,0,1,996.9166667,61.33333333,1932.5,200,0,0,0,0,0,0,6,368,6,11595,251,235,1,32,989.0,0.0,989,989,98500000.0,0.0,98500000,98500000,DoS Hulk
80,100990624,7,6,361,11595,355,0,51.57142857,133.8181068,5792,0,1932.5,2181.008184,118.3872277,0.128724821,8415885.333,29100000.0,101000000,4,101000000,16800000.0,41200000.0,101000000,4,106357,21271.4,41990.44695,95987,45,0,0,0,0,220,200,0.069313365,0.059411456,0,5792,854.0,1666.570823,2777458.308,0,0,0,0,1,0,0,0,0,919.6923077,51.57142857,1932.5,220,0,0,0,0,0,0,7,361,6,11595,274,235,2,20,4064.0,0.0,4064,4064,101000000.0,0.0,101000000,101000000,DoS Hulk
1085,62,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,96774.19355,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,16129.03226,16129.03226,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,998825,4,5,392,11595,392,0,98.0,196.0,10136,0,2319.0,4415.268169,12001.10129,9.01058744,124853.125,352257.2348,996645,2,997810,332603.3333,575077.012,996645,321,2119,529.75,548.3541283,1214,2,0,0,0,0,144,168,4.004705529,5.005881911,0,10136,1198.7,3173.711884,10100000.0,0,0,0,1,0,0,0,0,1,1331.888889,98.0,2319.0,144,0,0,0,0,0,0,4,392,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,97476028,8,6,382,11595,382,0,47.75,135.0573952,7240,0,1932.5,2695.639126,122.8712356,0.143625056,7498156.0,27000000.0,97400000,58,97400000,13900000.0,36800000.0,97400000,240,62635,12527.0,22132.59923,51213,58,0,0,0,0,264,200,0.082071461,0.061553596,0,7240,798.4666667,1876.972824,3523026.981,0,0,0,0,1,0,0,0,0,855.5,47.75,1932.5,264,0,0,0,0,0,0,8,382,6,11595,251,235,1,32,1057.0,0.0,1057,1057,97400000.0,0.0,97400000,97400000,DoS Hulk
80,99154713,7,6,358,11595,352,0,51.14285714,132.6843731,5792,0,1932.5,2181.008184,120.5489849,0.131108241,8262892.75,28600000.0,99000000,1,99000000,16500000.0,40400000.0,99000000,1,167488,33497.6,69294.11154,157218,46,0,0,0,0,220,200,0.070596745,0.060511496,0,5792,853.7857143,1666.640111,2777689.258,0,0,0,0,1,0,0,0,0,919.4615385,51.14285714,1932.5,220,0,0,0,0,0,0,7,358,6,11595,251,235,2,20,6.0,0.0,6,6,99000000.0,0.0,99000000,99000000,DoS Hulk
19315,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
2602,80,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,75000.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12500.0,12500.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,85171228,6,7,640,11595,314,0,106.6666667,160.6221238,5792,0,1656.428571,2120.732252,143.6517975,0.152633704,7097602.333,24500000.0,84800000,5,85000000,17000000.0,37900000.0,84800000,5,85200000,14200000.0,34600000.0,84800000,46,0,0,0,0,176,232,0.070446325,0.082187379,0,5792,874.3571429,1656.818434,2745047.324,1,0,0,0,0,0,0,0,1,941.6153846,106.6666667,1656.428571,176,0,0,0,0,0,0,6,640,7,11595,0,235,3,20,12000.0,0.0,12000,12000,84800000.0,0.0,84800000,84800000,DoS Hulk
3211,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
22,713,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5610.098177,237.6666667,286.5402822,557,3,713,356.5,499.9244943,710,3,0,0.0,0.0,0,0,0,0,0,0,104,40,4207.573633,1402.524544,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,98833682,6,7,353,11595,335,0,58.83333333,135.3254103,5792,0,1656.428571,2277.23252,120.8899614,0.131534106,8236140.167,28500000.0,98700000,2,98700000,19700000.0,44100000.0,98700000,5,98800000,16500000.0,40300000.0,98700000,2,0,0,0,0,164,232,0.060708049,0.070826057,0,5792,853.8571429,1759.072695,3094336.747,1,0,0,0,0,0,0,0,1,919.5384615,58.83333333,1656.428571,164,0,0,0,0,0,0,6,353,7,11595,0,235,3,20,12993.0,0.0,12993,12993,98700000.0,0.0,98700000,98700000,DoS Hulk
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,999,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2002.002002,999.0,0.0,999,999,999,999.0,0.0,999,999,0,0.0,0.0,0,0,0,0,0,0,64,0,2002.002002,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,82596,3,6,348,11595,348,0,116.0,200.9178937,5792,0,1932.5,2181.008184,144595.3799,108.9641145,10324.5,24507.89644,70259,11,12013,6006.5,6995.407386,10953,1060,82585,16517.0,30484.33174,70259,44,0,0,0,0,104,200,36.32137149,72.64274299,0,5792,1194.3,1887.058266,3560988.9,0,0,0,1,0,0,0,0,2,1327.0,116.0,1932.5,104,0,0,0,0,0,0,3,348,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,99426813,9,7,365,11595,365,0,40.55555556,121.6666667,5792,0,1656.428571,1947.638216,120.2894837,0.160922386,6628454.2,25700000.0,99400000,0,99400000,12400000.0,35100000.0,99400000,0,10473,1745.5,3974.8068,9858,47,0,0,0,0,296,232,0.090518842,0.070403544,0,5792,703.5294118,1450.971016,2105316.89,0,0,0,0,1,0,0,0,0,747.5,40.55555556,1656.428571,296,0,0,0,0,0,0,9,365,7,11595,274,235,1,32,1002.0,0.0,1002,1002,99400000.0,0.0,99400000,99400000,DoS Hulk
3404,72,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,111111.1111,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98440821,9,6,308,11595,308,0,34.22222222,102.6666667,5792,0,1932.5,2181.008184,120.9152857,0.152375812,7031487.214,26300000.0,98400000,1,98400000,12300000.0,34800000.0,98400000,1,7506,1501.2,2922.04923,6718,46,0,0,0,0,296,200,0.091425487,0.060950325,0,5792,743.9375,1579.685558,2495406.463,0,0,0,0,1,0,0,0,0,793.5333333,34.22222222,1932.5,296,0,0,0,0,0,0,9,308,6,11595,251,235,1,32,1039.0,0.0,1039,1039,98400000.0,0.0,98400000,98400000,DoS Hulk
80,219,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9132.420091,219.0,0.0,219,219,219,219.0,0.0,219,219,0,0.0,0.0,0,0,0,0,0,0,64,0,9132.420091,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
2045,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,86104692,6,7,385,11595,373,0,64.16666667,151.3253669,5792,0,1656.428571,2429.118623,139.1329522,0.150978997,7175391.0,24500000.0,85100000,3,86100000,17200000.0,38000000.0,85100000,276,86100000,14400000.0,35200000.0,86100000,3,0,0,0,0,184,232,0.069682614,0.081296383,0,5792,856.1428571,1849.896083,3422115.516,1,0,0,0,0,0,0,0,1,922.0,64.16666667,1656.428571,184,0,0,0,0,0,0,6,385,7,11595,0,235,2,20,3002.0,0.0,3002,3002,85100000.0,0.0,85100000,85100000,DoS Hulk
80,84872259,8,5,365,11595,365,0,45.625,129.0469876,5792,0,2319.0,2423.629716,140.9176584,0.153171368,7072688.25,24500000.0,84700000,1,84700000,12100000.0,32000000.0,84700000,1,150610,37652.5,65382.43059,135167,160,0,0,0,0,264,168,0.094259303,0.058912065,0,5792,854.2857143,1760.696909,3100053.604,0,0,0,0,1,0,0,0,0,920.0,45.625,2319.0,264,0,0,0,0,0,0,8,365,5,11595,274,235,1,32,1015.0,0.0,1015,1015,84700000.0,0.0,84700000,84700000,DoS Hulk
80,56220259,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.035574365,56200000.0,0.0,56200000,56200000,56200000,56200000.0,0.0,56200000,56200000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.035574365,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,284,-1,0,32,0.0,0.0,0,0,56200000.0,0.0,56200000,56200000,DoS GoldenEye
80,98322670,6,6,308,11595,308,0,51.33333333,125.7404735,4344,0,1932.5,1754.831473,121.0605855,0.122047133,8938424.545,29600000.0,98300000,1,98300000,19700000.0,44000000.0,98300000,1,13463,2692.6,4309.090774,10022,32,0,0,0,0,200,200,0.061023567,0.061023567,0,4344,915.6153846,1500.022196,2250066.59,0,0,0,0,1,0,0,0,1,991.9166667,51.33333333,1932.5,200,0,0,0,0,0,0,6,308,6,11595,251,235,1,32,3.0,0.0,3,3,98300000.0,0.0,98300000,98300000,DoS Hulk
